0,-4.99953,8.96426,1.27692
1,-5.33195,7.17071,1.30989
2,-5.32686,7.75965,1.35532
3,-3.26995,10.5264,1.09306
4,-4.16689,9.83243,0.95535
5,-5.98421,10.2796,1.3417
6,-5.69539,9.87378,1.31022
7,-2.76509,8.50839,2.02664
8,-3.91399,8.40827,1.85463
9,-5.03041,10.8098,1.48837
10,-4.18663,10.2217,1.67635
11,-4.64862,11.4033,1.56579
12,-4.79467,10.2049,1.58712
13,-4.56777,5.30311,1.6276
14,-4.69058,6.40889,2.03133
15,-1.92086,11.4432,1.68832
16,-2.2393,10.763,1.74634
17,-1.70736,10.0887,1.26953
18,-2.1503,9.52609,1.14182
19,-2.29108,9.59207,1.06898
20,-6.52419,11.2642,1.92224
21,-6.60728,10.815,1.79453
22,-7.65747,10.7012,1.44379
23,-7.06369,10.5753,1.40334
24,-0.544204,7.72315,2.0601
25,-1.53318,8.20034,1.91409
26,-2.49083,7.31282,0.638162
27,-2.49669,7.29917,0.751789
28,-3.61335,7.333,1.80597
29,-3.5503,7.46022,1.83817
30,-2.98384,7.53264,0.61157
31,-3.27883,7.87093,0.699077
32,-3.32885,7.74103,0.841936
33,-4.99005,13.1379,1.12746
34,-5.00709,12.6475,0.821143
35,-2.77194,5.14295,1.39671
36,-3.56401,5.37518,1.98011
37,-4.368,2.86485,1.13228
38,-4.52898,3.86797,1.02287
39,-6.12199,4.81418,1.81073
40,-5.75414,4.85126,1.84985
41,-0.256452,10.4676,1.76825
42,-0.792502,10.8898,1.5908
43,-1.31577,10.4882,0.640218
44,-2.16477,9.55472,0.697955
45,-8.49176,9.44145,1.17689
46,-8.3814,9.48873,1.12252
47,-2.15983,7.52134,1.49888
48,-1.91255,7.34313,1.81655
49,-1.45266,7.4682,1.98403
50,0.379198,8.99099,1.55146
51,0.226918,8.89107,1.56253
52,-4.65884,15.4486,1.68379
53,-4.77312,14.3094,1.62879
54,-4.08613,14.4364,1.18129
55,-4.25229,14.0613,0.693216
56,-4.34875,13.9199,0.81139
57,-0.409525,5.73769,1.52819
58,-1.49905,5.40988,1.7147
59,-4.2948,0.677583,1.41513
60,-4.48789,1.74523,1.10294
61,-1.98676,2.35494,1.68019
